Date,total_lmp,node_name
7/7/2022 9:00:00 PM,90.43186,AEP-DAYTON HUB
7/7/2022 9:00:00 PM,85.27931,ATSI GEN HUB
7/7/2022 9:00:00 PM,86.22107,CHICAGO GEN HUB
7/7/2022 9:00:00 PM,87.48848,CHICAGO HUB
7/7/2022 9:00:00 PM,103.47415,DOMINION HUB
7/7/2022 9:00:00 PM,60.38047,EASTERN HUB
7/7/2022 9:00:00 PM,86.89937,N ILLINOIS HUB
7/7/2022 9:00:00 PM,61.97094,NEW JERSEY HUB
7/7/2022 9:00:00 PM,90.51438,OHIO HUB
7/7/2022 9:00:00 PM,92.37721,WEST INT HUB
7/7/2022 9:00:00 PM,94.18987,WESTERN HUB
7/7/2022 10:00:00 PM,78.43868,AEP GEN HUB
7/7/2022 10:00:00 PM,80.48422,AEP-DAYTON HUB
7/7/2022 10:00:00 PM,76.91545,ATSI GEN HUB
7/7/2022 10:00:00 PM,77.04276,CHICAGO GEN HUB
7/7/2022 10:00:00 PM,78.17908,CHICAGO HUB
7/7/2022 10:00:00 PM,88.93136,DOMINION HUB
7/7/2022 10:00:00 PM,61.08294,EASTERN HUB
7/7/2022 10:00:00 PM,77.64249,N ILLINOIS HUB
7/7/2022 10:00:00 PM,61.78497,NEW JERSEY HUB
7/7/2022 10:00:00 PM,80.61170,OHIO HUB
7/7/2022 10:00:00 PM,81.46443,WEST INT HUB
7/7/2022 10:00:00 PM,82.71373,WESTERN HUB
7/7/2022 11:00:00 PM,69.99552,AEP GEN HUB
7/7/2022 11:00:00 PM,71.56345,AEP-DAYTON HUB
7/7/2022 11:00:00 PM,68.94931,ATSI GEN HUB
7/7/2022 11:00:00 PM,68.67261,CHICAGO GEN HUB
7/7/2022 11:00:00 PM,69.62978,CHICAGO HUB
7/7/2022 11:00:00 PM,78.30295,DOMINION HUB
7/7/2022 11:00:00 PM,58.53315,EASTERN HUB
7/7/2022 11:00:00 PM,69.18090,N ILLINOIS HUB
7/7/2022 11:00:00 PM,58.72461,NEW JERSEY HUB
7/7/2022 11:00:00 PM,71.65044,OHIO HUB
7/7/2022 11:00:00 PM,72.72277,WEST INT HUB
7/7/2022 11:00:00 PM,73.89905,WESTERN HUB
7/8/2022 12:00:00 AM,60.17447,AEP GEN HUB
7/8/2022 12:00:00 AM,65.94423,AEP-DAYTON HUB
7/8/2022 12:00:00 AM,57.68840,ATSI GEN HUB
7/8/2022 12:00:00 AM,59.31900,CHICAGO GEN HUB
7/8/2022 12:00:00 AM,60.60621,CHICAGO HUB
7/8/2022 12:00:00 AM,70.96597,DOMINION HUB
7/8/2022 12:00:00 AM,48.24146,EASTERN HUB
7/8/2022 12:00:00 AM,59.96810,N ILLINOIS HUB
7/8/2022 12:00:00 AM,48.89744,NEW JERSEY HUB
7/8/2022 12:00:00 AM,63.51976,OHIO HUB
7/8/2022 12:00:00 AM,61.60333,WEST INT HUB
7/8/2022 12:00:00 AM,63.15186,WESTERN HUB
7/8/2022 1:00:00 AM,54.57552,AEP GEN HUB
7/8/2022 1:00:00 AM,58.64999,AEP-DAYTON HUB
7/8/2022 1:00:00 AM,52.54340,ATSI GEN HUB
7/8/2022 1:00:00 AM,53.34000,CHICAGO GEN HUB
7/8/2022 1:00:00 AM,54.20503,CHICAGO HUB
7/8/2022 1:00:00 AM,63.27802,DOMINION HUB
7/8/2022 1:00:00 AM,42.56741,EASTERN HUB
7/8/2022 1:00:00 AM,53.77828,N ILLINOIS HUB
7/8/2022 1:00:00 AM,43.66555,NEW JERSEY HUB
7/8/2022 1:00:00 AM,57.00755,OHIO HUB
7/8/2022 1:00:00 AM,55.82833,WEST INT HUB
7/8/2022 1:00:00 AM,57.00040,WESTERN HUB
7/8/2022 2:00:00 AM,46.49921,AEP GEN HUB
7/8/2022 2:00:00 AM,49.80353,AEP-DAYTON HUB
7/8/2022 2:00:00 AM,45.45909,ATSI GEN HUB
7/8/2022 2:00:00 AM,44.69492,CHICAGO GEN HUB
7/8/2022 2:00:00 AM,45.50300,CHICAGO HUB
7/8/2022 2:00:00 AM,51.96624,DOMINION HUB
7/8/2022 2:00:00 AM,39.89915,EASTERN HUB
7/8/2022 2:00:00 AM,45.10264,N ILLINOIS HUB
7/8/2022 2:00:00 AM,40.89229,NEW JERSEY HUB
7/8/2022 2:00:00 AM,48.42071,OHIO HUB
7/8/2022 2:00:00 AM,47.20111,WEST INT HUB
7/8/2022 2:00:00 AM,48.33947,WESTERN HUB
7/8/2022 3:00:00 AM,42.82500,AEP GEN HUB
7/8/2022 3:00:00 AM,45.71900,AEP-DAYTON HUB
7/8/2022 3:00:00 AM,41.90022,ATSI GEN HUB
7/8/2022 3:00:00 AM,40.68476,CHICAGO GEN HUB
7/8/2022 3:00:00 AM,41.21625,CHICAGO HUB
7/8/2022 3:00:00 AM,47.49852,DOMINION HUB
7/8/2022 3:00:00 AM,39.00682,EASTERN HUB
7/8/2022 3:00:00 AM,40.95609,N ILLINOIS HUB
7/8/2022 3:00:00 AM,39.48389,NEW JERSEY HUB
7/8/2022 3:00:00 AM,44.48438,OHIO HUB
7/8/2022 3:00:00 AM,43.36222,WEST INT HUB
7/8/2022 3:00:00 AM,44.37082,WESTERN HUB
7/8/2022 4:00:00 AM,43.23868,AEP GEN HUB
7/8/2022 4:00:00 AM,45.99984,AEP-DAYTON HUB
7/8/2022 4:00:00 AM,42.35750,ATSI GEN HUB
7/8/2022 4:00:00 AM,40.61069,CHICAGO GEN HUB
7/8/2022 4:00:00 AM,41.35425,CHICAGO HUB
7/8/2022 4:00:00 AM,48.07941,DOMINION HUB
7/8/2022 4:00:00 AM,37.88897,EASTERN HUB
7/8/2022 4:00:00 AM,40.98726,N ILLINOIS HUB
7/8/2022 4:00:00 AM,38.74200,NEW JERSEY HUB
7/8/2022 4:00:00 AM,44.77262,OHIO HUB
7/8/2022 4:00:00 AM,43.90444,WEST INT HUB
7/8/2022 4:00:00 AM,44.95353,WESTERN HUB
7/8/2022 5:00:00 AM,47.09157,AEP GEN HUB
7/8/2022 5:00:00 AM,50.07696,AEP-DAYTON HUB
7/8/2022 5:00:00 AM,45.83909,ATSI GEN HUB
7/8/2022 5:00:00 AM,44.61669,CHICAGO GEN HUB
7/8/2022 5:00:00 AM,45.34308,CHICAGO HUB
7/8/2022 5:00:00 AM,53.39230,DOMINION HUB
7/8/2022 5:00:00 AM,39.35008,EASTERN HUB
7/8/2022 5:00:00 AM,44.98558,N ILLINOIS HUB
7/8/2022 5:00:00 AM,40.10418,NEW JERSEY HUB
7/8/2022 5:00:00 AM,48.81274,OHIO HUB
7/8/2022 5:00:00 AM,48.08055,WEST INT HUB
7/8/2022 5:00:00 AM,49.17832,WESTERN HUB
7/8/2022 6:00:00 AM,53.99894,AEP GEN HUB
7/8/2022 6:00:00 AM,57.76119,AEP-DAYTON HUB
7/8/2022 6:00:00 AM,52.40704,ATSI GEN HUB
7/8/2022 6:00:00 AM,51.92753,CHICAGO GEN HUB
7/8/2022 6:00:00 AM,53.10501,CHICAGO HUB
7/8/2022 6:00:00 AM,61.72828,DOMINION HUB
7/8/2022 6:00:00 AM,42.74277,EASTERN HUB
7/8/2022 6:00:00 AM,52.45198,N ILLINOIS HUB
7/8/2022 6:00:00 AM,43.83587,NEW JERSEY HUB
7/8/2022 6:00:00 AM,56.32276,OHIO HUB
7/8/2022 6:00:00 AM,55.22222,WEST INT HUB
7/8/2022 6:00:00 AM,56.34520,WESTERN HUB
7/8/2022 7:00:00 AM,59.27421,AEP GEN HUB
7/8/2022 7:00:00 AM,63.25296,AEP-DAYTON HUB
7/8/2022 7:00:00 AM,58.05795,ATSI GEN HUB
7/8/2022 7:00:00 AM,57.48353,CHICAGO GEN HUB
7/8/2022 7:00:00 AM,58.85748,CHICAGO HUB
7/8/2022 7:00:00 AM,67.27299,DOMINION HUB
7/8/2022 7:00:00 AM,50.36267,EASTERN HUB
7/8/2022 7:00:00 AM,58.17567,N ILLINOIS HUB
7/8/2022 7:00:00 AM,50.36839,NEW JERSEY HUB
7/8/2022 7:00:00 AM,61.88325,OHIO HUB
7/8/2022 7:00:00 AM,60.80555,WEST INT HUB
7/8/2022 7:00:00 AM,61.97884,WESTERN HUB
7/8/2022 8:00:00 AM,65.55473,AEP GEN HUB
7/8/2022 8:00:00 AM,71.13669,AEP-DAYTON HUB
7/8/2022 8:00:00 AM,63.84613,ATSI GEN HUB
7/8/2022 8:00:00 AM,63.65361,CHICAGO GEN HUB
7/8/2022 8:00:00 AM,64.61298,CHICAGO HUB
7/8/2022 8:00:00 AM,74.89426,DOMINION HUB
7/8/2022 8:00:00 AM,54.97246,EASTERN HUB
7/8/2022 8:00:00 AM,64.16227,N ILLINOIS HUB
7/8/2022 8:00:00 AM,54.87000,NEW JERSEY HUB
7/8/2022 8:00:00 AM,69.05767,OHIO HUB
7/8/2022 8:00:00 AM,67.02610,WEST INT HUB
7/8/2022 8:00:00 AM,68.41478,WESTERN HUB
7/8/2022 9:00:00 AM,70.12736,AEP GEN HUB
7/8/2022 9:00:00 AM,74.75651,AEP-DAYTON HUB
7/8/2022 9:00:00 AM,66.57363,ATSI GEN HUB
7/8/2022 9:00:00 AM,68.21599,CHICAGO GEN HUB
7/8/2022 9:00:00 AM,69.28049,CHICAGO HUB
7/8/2022 9:00:00 AM,79.86751,DOMINION HUB
7/8/2022 9:00:00 AM,51.81607,EASTERN HUB
7/8/2022 9:00:00 AM,68.77652,N ILLINOIS HUB
7/8/2022 9:00:00 AM,52.53680,NEW JERSEY HUB
7/8/2022 9:00:00 AM,73.50969,OHIO HUB
7/8/2022 9:00:00 AM,71.20832,WEST INT HUB
7/8/2022 9:00:00 AM,72.88175,WESTERN HUB
7/8/2022 10:00:00 AM,80.53894,AEP GEN HUB
7/8/2022 10:00:00 AM,84.59708,AEP-DAYTON HUB
7/8/2022 10:00:00 AM,74.55204,ATSI GEN HUB
7/8/2022 10:00:00 AM,78.46092,CHICAGO GEN HUB
7/8/2022 10:00:00 AM,79.68455,CHICAGO HUB
7/8/2022 10:00:00 AM,90.93163,DOMINION HUB
7/8/2022 10:00:00 AM,55.74424,EASTERN HUB
7/8/2022 10:00:00 AM,79.18980,N ILLINOIS HUB
7/8/2022 10:00:00 AM,57.13744,NEW JERSEY HUB
7/8/2022 10:00:00 AM,83.96793,OHIO HUB
7/8/2022 10:00:00 AM,80.94721,WEST INT HUB
7/8/2022 10:00:00 AM,83.71165,WESTERN HUB
7/8/2022 11:00:00 AM,88.62578,AEP GEN HUB
7/8/2022 11:00:00 AM,94.39731,AEP-DAYTON HUB
7/8/2022 11:00:00 AM,80.19227,ATSI GEN HUB
7/8/2022 11:00:00 AM,86.03061,CHICAGO GEN HUB
7/8/2022 11:00:00 AM,87.42389,CHICAGO HUB
7/8/2022 11:00:00 AM,100.39523,DOMINION HUB
7/8/2022 11:00:00 AM,60.28012,EASTERN HUB
7/8/2022 11:00:00 AM,86.88803,N ILLINOIS HUB
7/8/2022 11:00:00 AM,61.86705,NEW JERSEY HUB
7/8/2022 11:00:00 AM,93.32737,OHIO HUB
7/8/2022 11:00:00 AM,88.08276,WEST INT HUB
7/8/2022 11:00:00 AM,91.47070,WESTERN HUB
7/8/2022 12:00:00 PM,89.90026,AEP GEN HUB
7/8/2022 12:00:00 PM,96.82165,AEP-DAYTON HUB
7/8/2022 12:00:00 PM,81.22840,ATSI GEN HUB
7/8/2022 12:00:00 PM,85.98061,CHICAGO GEN HUB
7/8/2022 12:00:00 PM,87.28680,CHICAGO HUB
7/8/2022 12:00:00 PM,100.90125,DOMINION HUB
7/8/2022 12:00:00 PM,65.94581,EASTERN HUB
7/8/2022 12:00:00 PM,86.68843,N ILLINOIS HUB
7/8/2022 12:00:00 PM,66.73490,NEW JERSEY HUB
7/8/2022 12:00:00 PM,95.48472,OHIO HUB
7/8/2022 12:00:00 PM,88.84387,WEST INT HUB
7/8/2022 12:00:00 PM,92.40894,WESTERN HUB
7/8/2022 1:00:00 PM,100.76315,AEP GEN HUB
7/8/2022 1:00:00 PM,107.55862,AEP-DAYTON HUB
7/8/2022 1:00:00 PM,92.81977,ATSI GEN HUB
7/8/2022 1:00:00 PM,96.17630,CHICAGO GEN HUB
7/8/2022 1:00:00 PM,97.67063,CHICAGO HUB
7/8/2022 1:00:00 PM,113.07587,DOMINION HUB
7/8/2022 1:00:00 PM,71.56753,EASTERN HUB
7/8/2022 1:00:00 PM,96.98521,N ILLINOIS HUB
7/8/2022 1:00:00 PM,72.65802,NEW JERSEY HUB
7/8/2022 1:00:00 PM,106.36131,OHIO HUB
7/8/2022 1:00:00 PM,100.66499,WEST INT HUB
7/8/2022 1:00:00 PM,103.73914,WESTERN HUB
7/8/2022 2:00:00 PM,102.09105,AEP GEN HUB
7/8/2022 2:00:00 PM,109.18280,AEP-DAYTON HUB
7/8/2022 2:00:00 PM,94.79704,ATSI GEN HUB
7/8/2022 2:00:00 PM,96.61615,CHICAGO GEN HUB
7/8/2022 2:00:00 PM,98.19017,CHICAGO HUB
7/8/2022 2:00:00 PM,116.00169,DOMINION HUB
7/8/2022 2:00:00 PM,73.08523,EASTERN HUB
7/8/2022 2:00:00 PM,97.47496,N ILLINOIS HUB
7/8/2022 2:00:00 PM,73.51448,NEW JERSEY HUB
7/8/2022 2:00:00 PM,107.49701,OHIO HUB
7/8/2022 2:00:00 PM,102.64276,WEST INT HUB
7/8/2022 2:00:00 PM,105.36789,WESTERN HUB
7/8/2022 3:00:00 PM,102.56921,AEP GEN HUB
7/8/2022 3:00:00 PM,110.71470,AEP-DAYTON HUB
7/8/2022 3:00:00 PM,96.95613,ATSI GEN HUB
7/8/2022 3:00:00 PM,97.00423,CHICAGO GEN HUB
7/8/2022 3:00:00 PM,98.70731,CHICAGO HUB
7/8/2022 3:00:00 PM,114.39087,DOMINION HUB
7/8/2022 3:00:00 PM,95.72086,EASTERN HUB
7/8/2022 3:00:00 PM,97.93582,N ILLINOIS HUB
7/8/2022 3:00:00 PM,92.39677,NEW JERSEY HUB
7/8/2022 3:00:00 PM,108.68556,OHIO HUB
7/8/2022 3:00:00 PM,103.84166,WEST INT HUB
7/8/2022 3:00:00 PM,110.19071,WESTERN HUB
7/8/2022 4:00:00 PM,106.59868,AEP GEN HUB
7/8/2022 4:00:00 PM,114.90993,AEP-DAYTON HUB
7/8/2022 4:00:00 PM,102.14704,ATSI GEN HUB
7/8/2022 4:00:00 PM,99.21892,CHICAGO GEN HUB
7/8/2022 4:00:00 PM,101.00255,CHICAGO HUB
7/8/2022 4:00:00 PM,120.42377,DOMINION HUB
7/8/2022 4:00:00 PM,104.54846,EASTERN HUB
7/8/2022 4:00:00 PM,100.20118,N ILLINOIS HUB
7/8/2022 4:00:00 PM,95.98219,NEW JERSEY HUB
7/8/2022 4:00:00 PM,112.29856,OHIO HUB
7/8/2022 4:00:00 PM,109.43832,WEST INT HUB
7/8/2022 4:00:00 PM,114.62831,WESTERN HUB
7/8/2022 5:00:00 PM,97.99684,AEP GEN HUB
7/8/2022 5:00:00 PM,105.85885,AEP-DAYTON HUB
7/8/2022 5:00:00 PM,98.42386,ATSI GEN HUB
7/8/2022 5:00:00 PM,91.53661,CHICAGO GEN HUB
7/8/2022 5:00:00 PM,93.21987,CHICAGO HUB
7/8/2022 5:00:00 PM,113.14522,DOMINION HUB
7/8/2022 5:00:00 PM,115.83197,EASTERN HUB
7/8/2022 5:00:00 PM,92.47600,N ILLINOIS HUB
7/8/2022 5:00:00 PM,99.26902,NEW JERSEY HUB
7/8/2022 5:00:00 PM,102.61498,OHIO HUB
7/8/2022 5:00:00 PM,102.77444,WEST INT HUB
7/8/2022 5:00:00 PM,108.17498,WESTERN HUB
7/8/2022 6:00:00 PM,87.09052,AEP GEN HUB
7/8/2022 6:00:00 PM,93.33350,AEP-DAYTON HUB
7/8/2022 6:00:00 PM,85.85681,ATSI GEN HUB
7/8/2022 6:00:00 PM,79.58276,CHICAGO GEN HUB
7/8/2022 6:00:00 PM,80.95710,CHICAGO HUB
7/8/2022 6:00:00 PM,98.74524,DOMINION HUB
7/8/2022 6:00:00 PM,94.12236,EASTERN HUB
7/8/2022 6:00:00 PM,80.34279,N ILLINOIS HUB
7/8/2022 6:00:00 PM,80.37352,NEW JERSEY HUB
7/8/2022 6:00:00 PM,90.59905,OHIO HUB
7/8/2022 6:00:00 PM,89.24888,WEST INT HUB
7/8/2022 6:00:00 PM,90.61623,WESTERN HUB
7/8/2022 7:00:00 PM,82.68842,AEP GEN HUB
7/8/2022 7:00:00 PM,88.02257,AEP-DAYTON HUB
7/8/2022 7:00:00 PM,82.08249,ATSI GEN HUB
7/8/2022 7:00:00 PM,74.64169,CHICAGO GEN HUB
7/8/2022 7:00:00 PM,75.83627,CHICAGO HUB
7/8/2022 7:00:00 PM,95.94187,DOMINION HUB
7/8/2022 7:00:00 PM,79.89195,EASTERN HUB
7/8/2022 7:00:00 PM,75.27922,N ILLINOIS HUB
7/8/2022 7:00:00 PM,72.98241,NEW JERSEY HUB
7/8/2022 7:00:00 PM,85.61791,OHIO HUB
7/8/2022 7:00:00 PM,86.03777,WEST INT HUB
7/8/2022 7:00:00 PM,87.68050,WESTERN HUB
7/8/2022 8:00:00 PM,80.07473,AEP GEN HUB
7/8/2022 8:00:00 PM,85.10826,AEP-DAYTON HUB
7/8/2022 8:00:00 PM,79.21522,ATSI GEN HUB
7/8/2022 8:00:00 PM,72.77176,CHICAGO GEN HUB
7/8/2022 8:00:00 PM,73.70078,CHICAGO HUB
7/8/2022 8:00:00 PM,88.58462,DOMINION HUB
7/8/2022 8:00:00 PM,69.89658,EASTERN HUB
7/8/2022 8:00:00 PM,73.23521,N ILLINOIS HUB
7/8/2022 8:00:00 PM,70.67497,NEW JERSEY HUB
7/8/2022 8:00:00 PM,82.65221,OHIO HUB
7/8/2022 8:00:00 PM,81.56610,WEST INT HUB
7/8/2022 8:00:00 PM,83.35176,WESTERN HUB
7/8/2022 9:00:00 PM,74.75842,AEP GEN HUB
7/8/2022 9:00:00 PM,78.75766,AEP-DAYTON HUB
7/8/2022 9:00:00 PM,73.79431,ATSI GEN HUB
7/8/2022 9:00:00 PM,66.59261,CHICAGO GEN HUB
7/8/2022 9:00:00 PM,67.27889,CHICAGO HUB
7/8/2022 9:00:00 PM,82.38542,DOMINION HUB
7/8/2022 9:00:00 PM,65.13439,EASTERN HUB
7/8/2022 9:00:00 PM,66.88049,N ILLINOIS HUB
7/8/2022 9:00:00 PM,66.00117,NEW JERSEY HUB
7/8/2022 9:00:00 PM,76.44258,OHIO HUB
7/8/2022 9:00:00 PM,75.98888,WEST INT HUB
7/8/2022 9:00:00 PM,76.84811,WESTERN HUB
7/8/2022 10:00:00 PM,66.66815,AEP GEN HUB
7/8/2022 10:00:00 PM,71.81802,AEP-DAYTON HUB
7/8/2022 10:00:00 PM,65.63249,ATSI GEN HUB
7/8/2022 10:00:00 PM,61.05515,CHICAGO GEN HUB
7/8/2022 10:00:00 PM,61.70098,CHICAGO HUB
7/8/2022 10:00:00 PM,73.26725,DOMINION HUB
7/8/2022 10:00:00 PM,65.47078,EASTERN HUB
7/8/2022 10:00:00 PM,61.32157,N ILLINOIS HUB
7/8/2022 10:00:00 PM,64.67615,NEW JERSEY HUB
7/8/2022 10:00:00 PM,69.25878,OHIO HUB
7/8/2022 10:00:00 PM,67.12444,WEST INT HUB
7/8/2022 10:00:00 PM,68.35989,WESTERN HUB
7/8/2022 11:00:00 PM,58.12315,AEP GEN HUB
7/8/2022 11:00:00 PM,61.57233,AEP-DAYTON HUB
7/8/2022 11:00:00 PM,57.64068,ATSI GEN HUB
7/8/2022 11:00:00 PM,53.57638,CHICAGO GEN HUB
7/8/2022 11:00:00 PM,54.06656,CHICAGO HUB
7/8/2022 11:00:00 PM,62.76523,DOMINION HUB
7/8/2022 11:00:00 PM,58.93468,EASTERN HUB
7/8/2022 11:00:00 PM,53.76783,N ILLINOIS HUB
7/8/2022 11:00:00 PM,57.82217,NEW JERSEY HUB
7/8/2022 11:00:00 PM,59.90114,OHIO HUB
7/8/2022 11:00:00 PM,58.67888,WEST INT HUB
7/8/2022 11:00:00 PM,59.42749,WESTERN HUB
7/9/2022 12:00:00 AM,55.12789,AEP GEN HUB
7/9/2022 12:00:00 AM,56.71318,AEP-DAYTON HUB
7/9/2022 12:00:00 AM,55.05568,ATSI GEN HUB
7/9/2022 12:00:00 AM,48.83230,CHICAGO GEN HUB
7/9/2022 12:00:00 AM,49.51268,CHICAGO HUB
7/9/2022 12:00:00 AM,59.19187,DOMINION HUB
7/9/2022 12:00:00 AM,55.59000,EASTERN HUB
7/9/2022 12:00:00 AM,49.17734,N ILLINOIS HUB
7/9/2022 12:00:00 AM,54.96065,NEW JERSEY HUB
7/9/2022 12:00:00 AM,55.50458,OHIO HUB
7/9/2022 12:00:00 AM,56.31055,WEST INT HUB
7/9/2022 12:00:00 AM,56.74760,WESTERN HUB
7/9/2022 1:00:00 AM,52.02578,AEP GEN HUB
7/9/2022 1:00:00 AM,54.09855,AEP-DAYTON HUB
7/9/2022 1:00:00 AM,51.53704,ATSI GEN HUB
7/9/2022 1:00:00 AM,48.05923,CHICAGO GEN HUB
7/9/2022 1:00:00 AM,48.66341,CHICAGO HUB
7/9/2022 1:00:00 AM,55.75890,DOMINION HUB
7/9/2022 1:00:00 AM,51.50210,EASTERN HUB
7/9/2022 1:00:00 AM,48.36405,N ILLINOIS HUB
7/9/2022 1:00:00 AM,51.08592,NEW JERSEY HUB
7/9/2022 1:00:00 AM,53.10569,OHIO HUB
7/9/2022 1:00:00 AM,52.62610,WEST INT HUB
7/9/2022 1:00:00 AM,52.92499,WESTERN HUB
7/9/2022 2:00:00 AM,50.15500,AEP GEN HUB
7/9/2022 2:00:00 AM,51.20118,AEP-DAYTON HUB
7/9/2022 2:00:00 AM,50.11068,ATSI GEN HUB
7/9/2022 2:00:00 AM,44.96153,CHICAGO GEN HUB
7/9/2022 2:00:00 AM,45.51853,CHICAGO HUB
7/9/2022 2:00:00 AM,53.09617,DOMINION HUB
7/9/2022 2:00:00 AM,50.72130,EASTERN HUB
7/9/2022 2:00:00 AM,45.20996,N ILLINOIS HUB
7/9/2022 2:00:00 AM,50.16507,NEW JERSEY HUB
7/9/2022 2:00:00 AM,50.58440,OHIO HUB
7/9/2022 2:00:00 AM,50.88444,WEST INT HUB
7/9/2022 2:00:00 AM,51.31374,WESTERN HUB
7/9/2022 3:00:00 AM,45.48973,AEP GEN HUB
7/9/2022 3:00:00 AM,46.12669,AEP-DAYTON HUB
7/9/2022 3:00:00 AM,45.49272,ATSI GEN HUB
7/9/2022 3:00:00 AM,40.25592,CHICAGO GEN HUB
7/9/2022 3:00:00 AM,40.80041,CHICAGO HUB
7/9/2022 3:00:00 AM,47.79048,DOMINION HUB
7/9/2022 3:00:00 AM,46.34662,EASTERN HUB
7/9/2022 3:00:00 AM,40.51228,N ILLINOIS HUB
7/9/2022 3:00:00 AM,45.70888,NEW JERSEY HUB
7/9/2022 3:00:00 AM,45.71013,OHIO HUB
7/9/2022 3:00:00 AM,46.14555,WEST INT HUB
7/9/2022 3:00:00 AM,46.55364,WESTERN HUB
7/9/2022 4:00:00 AM,43.43657,AEP GEN HUB
7/9/2022 4:00:00 AM,44.06916,AEP-DAYTON HUB
7/9/2022 4:00:00 AM,43.43999,ATSI GEN HUB
7/9/2022 4:00:00 AM,38.30638,CHICAGO GEN HUB
7/9/2022 4:00:00 AM,38.84163,CHICAGO HUB
7/9/2022 4:00:00 AM,45.71340,DOMINION HUB
7/9/2022 4:00:00 AM,44.40866,EASTERN HUB
7/9/2022 4:00:00 AM,38.56295,N ILLINOIS HUB
7/9/2022 4:00:00 AM,43.77256,NEW JERSEY HUB
7/9/2022 4:00:00 AM,43.64382,OHIO HUB
7/9/2022 4:00:00 AM,44.08055,WEST INT HUB
7/9/2022 4:00:00 AM,44.54437,WESTERN HUB
7/9/2022 5:00:00 AM,43.89736,AEP GEN HUB
7/9/2022 5:00:00 AM,44.76631,AEP-DAYTON HUB
7/9/2022 5:00:00 AM,43.74022,ATSI GEN HUB
7/9/2022 5:00:00 AM,38.80361,CHICAGO GEN HUB
7/9/2022 5:00:00 AM,39.36044,CHICAGO HUB
7/9/2022 5:00:00 AM,46.42009,DOMINION HUB
7/9/2022 5:00:00 AM,44.28770,EASTERN HUB
7/9/2022 5:00:00 AM,39.08164,N ILLINOIS HUB
7/9/2022 5:00:00 AM,43.74688,NEW JERSEY HUB
7/9/2022 5:00:00 AM,44.28712,OHIO HUB
7/9/2022 5:00:00 AM,44.48611,WEST INT HUB
7/9/2022 5:00:00 AM,44.96645,WESTERN HUB
7/9/2022 6:00:00 AM,42.19842,AEP GEN HUB
7/9/2022 6:00:00 AM,43.25006,AEP-DAYTON HUB
7/9/2022 6:00:00 AM,42.07954,ATSI GEN HUB
7/9/2022 6:00:00 AM,38.05569,CHICAGO GEN HUB
7/9/2022 6:00:00 AM,38.67981,CHICAGO HUB
7/9/2022 6:00:00 AM,44.80411,DOMINION HUB
7/9/2022 6:00:00 AM,42.63262,EASTERN HUB
7/9/2022 6:00:00 AM,38.38864,N ILLINOIS HUB
7/9/2022 6:00:00 AM,42.26818,NEW JERSEY HUB
7/9/2022 6:00:00 AM,42.78696,OHIO HUB
7/9/2022 6:00:00 AM,42.85666,WEST INT HUB
7/9/2022 6:00:00 AM,43.36968,WESTERN HUB
7/9/2022 7:00:00 AM,43.69289,AEP GEN HUB
7/9/2022 7:00:00 AM,44.95776,AEP-DAYTON HUB
7/9/2022 7:00:00 AM,43.87977,ATSI GEN HUB
7/9/2022 7:00:00 AM,39.95607,CHICAGO GEN HUB
7/9/2022 7:00:00 AM,40.60489,CHICAGO HUB
7/9/2022 7:00:00 AM,46.42064,DOMINION HUB
7/9/2022 7:00:00 AM,44.00683,EASTERN HUB
7/9/2022 7:00:00 AM,40.30617,N ILLINOIS HUB
7/9/2022 7:00:00 AM,43.73531,NEW JERSEY HUB
7/9/2022 7:00:00 AM,44.45708,OHIO HUB
7/9/2022 7:00:00 AM,44.59944,WEST INT HUB
7/9/2022 7:00:00 AM,45.42906,WESTERN HUB
7/9/2022 8:00:00 AM,50.78526,AEP GEN HUB
7/9/2022 8:00:00 AM,53.21549,AEP-DAYTON HUB
7/9/2022 8:00:00 AM,50.85931,ATSI GEN HUB
7/9/2022 8:00:00 AM,48.60684,CHICAGO GEN HUB
7/9/2022 8:00:00 AM,49.41169,CHICAGO HUB
7/9/2022 8:00:00 AM,54.43925,DOMINION HUB
7/9/2022 8:00:00 AM,46.69779,EASTERN HUB
7/9/2022 8:00:00 AM,49.04567,N ILLINOIS HUB
7/9/2022 8:00:00 AM,47.31465,NEW JERSEY HUB
7/9/2022 8:00:00 AM,52.65128,OHIO HUB
7/9/2022 8:00:00 AM,51.83500,WEST INT HUB
7/9/2022 8:00:00 AM,52.81676,WESTERN HUB
7/9/2022 9:00:00 AM,54.24868,AEP GEN HUB
7/9/2022 9:00:00 AM,56.95600,AEP-DAYTON HUB
7/9/2022 9:00:00 AM,53.70477,ATSI GEN HUB
7/9/2022 9:00:00 AM,52.13400,CHICAGO GEN HUB
7/9/2022 9:00:00 AM,53.02117,CHICAGO HUB
7/9/2022 9:00:00 AM,60.37446,DOMINION HUB
7/9/2022 9:00:00 AM,46.18114,EASTERN HUB
7/9/2022 9:00:00 AM,52.60904,N ILLINOIS HUB
7/9/2022 9:00:00 AM,46.76536,NEW JERSEY HUB
7/9/2022 9:00:00 AM,56.32005,OHIO HUB
7/9/2022 9:00:00 AM,55.97888,WEST INT HUB
7/9/2022 9:00:00 AM,57.00478,WESTERN HUB
7/9/2022 10:00:00 AM,63.15842,AEP GEN HUB
7/9/2022 10:00:00 AM,65.60705,AEP-DAYTON HUB
